"City","Country","Continent","Quality of Life Index","Purchasing Power Index","Safety Index","Healthcare Index","Cost of Living Index","Property Price to Income Ratio","Traffic Commute Time Index","Pollution Index","Climate Index","Year"
Tehran,Iran,Asia,43.18,15.54,46.10,52.53,39.97,45.95,52.90,81.54,70.99,"2021"
Manila,Philippines,Asia,41.43,18.00,35.61,62.60,43.58,37.15,55.12,89.94,61.23,"2021"
Canberra,Australia,Oceania,213.79,117.59,80.68,81.95,75.16,5.08,23.70,14.23,82.72,"2020"
Raleigh,United States,America,210.54,145.30,68.11,75.66,69.80,2.73,32.41,20.90,83.88,"2020"
Adelaide,Australia,Oceania,210.18,116.12,71.31,80.19,68.40,4.05,23.58,19.46,94.96,"2020"
Wellington,New Zealand,Oceania,205.06,106.71,71.39,74.84,70.47,6.06,27.68,13.30,97.68,"2020"
Columbus,United States,America,200.44,142.17,58.21,73.46,70.50,1.89,25.98,25.13,71.29,"2020"
Madison,United States,America,200.18,124.31,70.27,78.83,64.67,3.35,23.73,17.61,51.64,"2020"
Zurich,Switzerland,Europe,199.15,126.90,83.17,73.52,128.29,8.23,34.36,17.29,81.48,"2020"
Brisbane,Australia,Oceania,198.88,119.03,66.22,82.10,72.80,5.49,40.64,21.43,98.07,"2020"
Charlotte,United States,America,197.91,144.29,56.89,74.47,72.40,2.46,36.38,27.24,84.05,"2020"
Austin,United States,America,194.86,145.76,64.46,70.40,67.79,3.58,34.37,35.47,82.08,"2020"
Eindhoven,Netherlands,Europe,194.78,102.23,74.91,72.13,73.79,5.79,25.76,22.24,85.38,"2020"
San Diego,United States,America,191.83,130.19,63.72,70.69,74.22,5.22,33.63,34.94,97.08,"2020"
Ottawa,Canada,America,189.58,119.69,75.48,74.92,68.64,4.64,32.20,19.83,44.46,"2020"
The Hague (Den Haag),Netherlands,Europe,189.39,93.31,74.86,75.86,72.37,6.32,32.97,23.80,90.61,"2020"
Victoria,Canada,America,189.24,89.41,68.05,69.93,71.67,7.65,29.25,14.88,92.52,"2020"
Copenhagen,Denmark,Europe,187.68,90.70,76.48,78.33,86.23,9.29,28.65,20.78,83.74,"2020"
Kansas City,United States,America,187.36,134.63,40.84,78.94,69.17,1.86,26.18,32.48,75.08,"2020"
Dallas,United States,America,186.28,155.30,50.64,65.72,68.03,2.24,34.22,42.87,81.85,"2020"
Seattle,United States,America,186.00,133.43,53.50,73.79,85.77,5.62,42.17,28.41,91.73,"2020"
Tampa,United States,America,184.79,126.19,50.46,67.91,67.10,2.81,35.84,28.30,84.67,"2020"
Vienna,Austria,Europe,184.49,83.16,76.99,78.78,65.64,13.90,26.55,18.44,81.77,"2020"
Luxembourg,Luxembourg,Europe,184.36,106.31,70.88,73.73,83.71,11.34,33.66,21.15,82.62,"2020"
Reykjavik,Iceland,Europe,184.14,81.07,77.96,67.00,100.85,6.58,20.34,15.26,68.81,"2020"
Edinburgh,United Kingdom,Europe,184.11,89.95,69.47,80.68,69.94,8.86,27.17,26.16,84.01,"2020"
Helsinki,Finland,Europe,184.06,93.13,77.80,77.11,72.36,12.08,32.23,12.65,62.79,"2020"
Perth,Australia,Oceania,183.80,101.51,57.04,77.57,73.92,6.89,36.92,23.27,95.71,"2020"
Calgary,Canada,America,181.89,124.35,67.76,77.17,70.66,4.72,30.59,24.81,33.09,"2020"
Jacksonville,United States,America,181.76,120.90,43.25,74.38,74.57,2.03,33.94,31.18,87.81,"2020"
Portland,United States,America,181.59,112.82,52.11,72.88,78.63,4.33,33.38,29.57,89.56,"2020"
San Jose,United States,America,180.70,143.48,57.53,70.49,78.64,6.59,38.14,47.94,95.53,"2020"
Cincinnati,United States,America,180.59,131.81,50.76,68.63,61.64,2.22,24.89,42.82,73.24,"2020"
Dusseldorf,Germany,Europe,179.50,99.57,69.10,74.69,66.98,10.98,29.83,31.43,86.37,"2020"
Munich,Germany,Europe,178.99,95.97,82.61,78.09,72.19,16.90,33.54,24.55,75.98,"2020"
Geneva,Switzerland,Europe,178.95,111.16,71.47,67.89,118.98,10.50,25.97,30.83,82.61,"2020"
Belfast,United Kingdom,Europe,178.32,92.87,59.40,71.22,61.85,4.63,37.91,26.29,90.84,"2020"
San Antonio,United States,America,177.89,116.40,53.41,72.40,65.78,2.31,31.55,39.81,80.58,"2020"
Minneapolis,United States,America,177.45,127.18,50.96,79.01,76.70,2.95,36.72,27.01,49.46,"2020"
Melbourne,Australia,Oceania,177.30,104.73,56.08,75.11,72.40,9.72,40.16,25.60,94.30,"2020"
Valencia,Spain,Europe,176.93,76.62,74.86,82.60,51.95,7.48,27.24,43.75,93.84,"2020"
Pittsburgh,United States,America,176.92,123.08,63.53,72.38,73.61,1.99,38.31,42.85,72.13,"2020"
Reno,United States,America,176.51,116.10,55.35,62.24,73.85,3.49,24.89,29.90,62.28,"2020"
Sydney,Australia,Oceania,176.28,97.02,66.10,77.28,79.08,11.44,42.71,27.22,97.07,"2020"
Sacramento,United States,America,174.97,115.40,50.21,68.00,77.00,3.72,26.64,43.44,90.64,"2020"
Boston,United States,America,174.91,112.39,64.37,75.30,82.88,7.81,44.86,26.61,71.73,"2020"
Rotterdam,Netherlands,Europe,174.82,91.72,64.50,76.81,69.68,6.76,28.36,39.33,87.89,"2020"
Nashville,United States,America,174.31,122.67,53.26,64.26,73.19,2.99,38.14,38.08,83.02,"2020"
Hamburg,Germany,Europe,174.15,102.73,56.02,75.61,71.24,9.77,32.48,29.46,82.75,"2020"
Saint Louis,United States,America,174.12,126.33,30.84,80.95,70.78,1.89,26.95,40.03,74.75,"2020"
Frankfurt,Germany,Europe,174.00,104.48,59.78,73.71,69.78,10.15,25.11,38.58,84.72,"2020"
Tallinn,Estonia,Europe,173.94,71.09,77.74,71.34,52.53,9.34,26.57,23.17,64.28,"2020"
Gothenburg,Sweden,Europe,173.74,88.86,54.80,68.77,71.18,10.58,24.20,19.12,77.49,"2020"
Cambridge,United Kingdom,Europe,173.66,78.11,77.89,73.79,72.24,12.96,28.87,32.83,91.37,"2020"
Tucson,United States,America,173.18,105.20,50.09,59.75,72.12,2.81,29.50,25.95,72.66,"2020"
Cork,Ireland,Europe,172.94,80.68,68.05,57.24,76.86,5.88,34.30,23.20,89.78,"2020"
Glasgow,United Kingdom,Europe,172.45,96.55,56.52,81.02,65.85,7.65,34.41,35.48,84.78,"2020"
Vancouver,Canada,America,171.69,88.95,63.71,74.90,73.91,14.34,37.10,23.71,91.15,"2020"
Denver,United States,America,171.42,130.33,59.11,70.10,73.30,4.21,36.75,40.73,56.28,"2020"
Stuttgart,Germany,Europe,170.71,103.84,73.54,70.60,67.71,10.11,35.54,42.31,81.07,"2020"
Atlanta,United States,America,170.58,140.47,37.80,65.86,73.89,2.87,42.36,43.98,89.73,"2020"
Edmonton,Canada,America,169.63,108.08,57.96,78.28,69.55,3.92,29.31,28.60,32.11,"2020"
Leeds,United Kingdom,Europe,169.51,102.24,57.03,82.20,64.83,6.46,32.61,47.60,84.59,"2020"
Washington,United States,America,168.66,130.25,43.72,70.23,87.74,4.42,41.97,39.62,81.62,"2020"
Muscat,Oman,Asia,168.47,82.70,77.81,58.77,51.07,8.62,21.04,37.77,67.22,"2020"
Anchorage,United States,America,167.96,118.44,38.88,60.62,91.36,2.53,27.64,17.23,41.61,"2020"
Orlando,United States,America,167.92,102.08,47.84,63.52,65.70,3.20,37.06,34.53,87.23,"2020"
Ljubljana,Slovenia,Europe,167.88,63.88,78.76,65.78,54.79,13.32,28.03,23.88,76.11,"2020"
Oakland,United States,America,167.76,113.60,35.33,78.75,86.51,6.39,37.96,37.44,96.40,"2020"
Amsterdam,Netherlands,Europe,167.69,84.42,66.90,68.90,78.93,12.06,30.07,31.88,87.45,"2020"
Salt Lake City,United States,America,167.38,129.35,69.18,70.14,64.76,4.06,33.93,62.50,66.52,"2020"
Abu Dhabi,United Arab Emirates,Asia,167.25,93.34,88.67,70.47,62.75,6.03,26.39,47.61,43.89,"2020"
Bristol,United Kingdom,Europe,167.11,91.03,63.10,73.54,73.17,8.81,28.54,44.05,88.51,"2020"
San Francisco,United States,America,166.86,135.90,47.21,66.88,91.51,7.78,49.72,42.73,97.26,"2020"
Mangalore,India,Asia,166.08,58.91,75.86,80.14,23.49,7.44,32.14,35.75,66.65,"2020"
Auckland,New Zealand,Oceania,165.38,83.93,54.54,73.43,76.06,12.09,37.96,29.19,99.89,"2020"
Houston,United States,America,165.28,141.31,36.65,71.11,65.13,2.12,41.42,55.77,85.53,"2020"
Vilnius,Lithuania,Europe,165.02,62.96,72.35,69.44,44.46,12.10,27.81,23.79,66.59,"2020"
Tokyo,Japan,Asia,164.53,89.70,77.36,81.12,86.87,13.97,39.79,42.52,85.26,"2020"
Halifax,Canada,America,164.12,80.05,58.68,70.51,72.33,7.61,30.15,22.80,58.99,"2020"
Indianapolis,United States,America,163.46,110.02,43.10,69.88,66.34,2.30,29.40,44.58,69.92,"2020"
Baltimore,United States,America,163.37,125.24,26.77,76.44,74.29,2.42,31.78,48.05,81.24,"2020"
Cologne,Germany,Europe,163.06,97.84,58.61,73.56,65.13,10.46,36.93,41.48,84.85,"2020"
Berlin,Germany,Europe,162.90,98.66,58.99,69.29,64.76,10.84,33.93,40.91,83.35,"2020"
Stockholm,Sweden,Europe,162.52,92.18,55.60,67.54,76.09,14.18,37.56,17.74,69.67,"2020"
Bursa,Turkey,Asia,162.32,44.65,74.12,77.49,35.30,5.40,33.68,43.42,93.39,"2020"
Montreal,Canada,America,162.11,96.64,71.12,64.05,67.37,6.98,39.76,32.36,52.37,"2020"
Brno,Czech Republic,Europe,160.84,65.52,73.67,74.47,46.01,11.68,25.79,43.30,78.17,"2020"
Oslo,Norway,Europe,160.74,86.47,63.36,74.85,101.66,11.65,32.51,26.08,59.99,"2020"
Doha,Qatar,Asia,160.43,107.64,88.52,73.24,63.96,5.94,29.86,61.38,36.03,"2020"
Kaunas,Lithuania,Europe,160.36,57.01,62.38,73.03,44.60,10.44,24.41,28.08,68.94,"2020"
Honolulu,United States,America,159.86,88.29,56.55,70.71,89.70,9.32,41.45,37.16,95.33,"2020"
Las Vegas,United States,America,158.86,127.88,44.91,55.96,67.46,2.75,26.81,50.04,57.40,"2020"
Zagreb,Croatia,Europe,158.51,57.46,77.65,63.08,50.13,12.67,33.21,32.45,82.19,"2020"
Prague,Czech Republic,Europe,157.46,66.41,75.50,73.46,49.03,17.65,32.50,36.48,80.67,"2020"
Lyon,France,Europe,157.22,83.25,57.46,77.00,73.49,9.67,33.90,46.70,88.51,"2020"
Miami,United States,America,157.18,100.26,47.51,64.37,74.16,4.79,43.29,40.71,85.69,"2020"
Antwerp,Belgium,Europe,156.82,88.70,65.36,80.03,70.98,5.81,36.80,60.77,85.42,"2020"
Dubai,United Arab Emirates,Asia,156.74,92.69,82.95,66.48,66.81,4.95,39.32,50.81,50.27,"2020"
Phoenix,United States,America,155.66,127.26,48.12,66.53,67.41,2.85,32.17,57.24,53.76,"2020"
Hamilton,Canada,America,155.59,103.16,51.19,81.92,64.24,6.30,34.56,51.58,61.06,"2020"
Porto,Portugal,Europe,154.38,45.61,63.13,75.10,49.77,13.15,29.00,37.57,96.61,"2020"
Limassol,Cyprus,Asia,153.24,62.76,69.40,47.89,61.98,8.63,19.19,49.82,95.74,"2020"
Madrid,Spain,Europe,152.58,73.65,69.76,79.27,58.25,12.98,35.29,53.25,85.47,"2020"
Chicago,United States,America,152.44,113.52,36.56,68.27,80.18,3.70,41.77,41.98,66.11,"2020"
Cluj-Napoca,Romania,Europe,152.38,53.79,80.31,64.63,36.44,12.87,29.05,43.33,74.35,"2020"
Birmingham,United Kingdom,Europe,151.90,86.59,42.99,73.36,67.42,7.78,32.95,47.71,87.66,"2020"
Gdansk,Poland,Europe,151.55,62.65,72.03,57.78,41.40,12.05,29.61,40.23,75.51,"2020"
Lisbon,Portugal,Europe,150.28,46.27,72.38,71.40,51.87,18.36,36.37,36.17,98.59,"2020"
Bratislava,Slovakia,Europe,150.03,63.85,69.78,58.57,48.27,12.87,31.04,41.27,80.72,"2020"
Tel Aviv-Yafo,Israel,Asia,149.84,74.31,74.55,73.57,86.36,19.65,36.85,46.77,93.88,"2020"
Philadelphia,United States,America,149.58,100.23,39.74,70.47,78.84,3.68,40.00,49.50,77.98,"2020"
Timisoara,Romania,Europe,149.44,55.77,76.04,69.09,35.55,9.91,24.73,60.07,82.05,"2020"
Jeddah (Jiddah),Saudi Arabia,Asia,148.44,95.05,69.64,57.13,49.99,2.74,29.65,70.13,66.17,"2020"
Manchester,United Kingdom,Europe,147.28,88.20,46.74,78.16,68.25,8.75,40.72,53.52,86.95,"2020"
Brussels,Belgium,Europe,146.45,94.14,50.04,74.29,72.33,6.30,36.43,63.21,83.85,"2020"
Winnipeg,Canada,America,146.16,100.67,43.24,69.16,63.69,4.74,31.97,36.78,24.67,"2020"
Riga,Latvia,Europe,145.14,53.64,61.73,61.17,49.29,9.25,33.87,38.15,74.70,"2020"
Poznan,Poland,Europe,144.88,59.55,75.80,60.91,40.28,10.83,31.04,54.94,77.41,"2020"
Riyadh,Saudi Arabia,Asia,144.85,90.01,73.14,63.65,48.18,3.59,30.13,66.78,44.45,"2020"
Toronto,Canada,America,144.47,77.60,61.63,75.60,78.49,13.91,44.69,37.95,65.35,"2020"
Regina,Canada,America,144.46,95.08,44.51,68.15,68.19,4.97,17.17,41.21,14.28,"2020"
Singapore,Singapore,Asia,144.39,88.96,69.43,70.84,81.10,22.31,41.31,33.48,57.45,"2020"
Los Angeles,United States,America,144.24,113.78,54.93,64.85,76.55,7.22,59.45,62.86,95.50,"2020"
Nizhny Novgorod,Russia,Europe,143.82,37.07,70.43,77.99,39.10,11.54,28.90,34.03,45.51,"2020"
Sharjah,United Arab Emirates,Asia,143.77,84.08,83.35,58.16,52.81,4.93,51.76,49.74,43.35,"2020"
Taipei,Taiwan,Asia,143.04,67.10,85.80,86.58,64.30,33.10,33.56,49.71,84.38,"2020"
Cape Town,South Africa,Africa,142.59,68.48,26.95,70.52,44.74,7.81,43.59,37.70,98.19,"2020"
Izmir,Turkey,Asia,142.31,41.05,72.94,71.98,33.31,8.65,38.47,60.68,96.88,"2020"
New York,United States,America,141.93,100.00,55.56,65.05,100.00,10.76,43.01,54.25,79.66,"2020"
Bologna,Italy,Europe,141.32,60.44,55.72,77.03,70.03,10.49,32.52,55.73,88.12,"2020"
Barcelona,Spain,Europe,141.12,67.72,55.75,77.49,58.73,12.81,30.52,64.22,95.73,"2020"
Nicosia,Cyprus,Asia,140.77,55.50,70.11,52.24,62.73,6.97,26.15,59.59,86.01,"2020"
Dublin,Ireland,Europe,140.68,76.58,50.80,51.11,79.17,9.47,40.26,40.36,85.89,"2020"
Varna,Bulgaria,Europe,140.33,47.17,68.98,63.02,36.76,8.31,27.42,61.36,85.08,"2020"
Wroclaw,Poland,Europe,139.10,60.51,72.86,61.33,41.20,10.81,33.33,60.91,78.39,"2020"
Minsk,Belarus,Europe,137.42,37.84,75.72,61.69,36.20,14.97,30.89,41.51,64.37,"2020"
Durban,South Africa,Africa,137.28,72.57,19.28,58.08,40.04,3.56,26.48,53.53,95.61,"2020"
Warsaw,Poland,Europe,136.91,63.00,74.51,61.20,44.09,13.73,35.20,58.74,74.61,"2020"
Novi Sad,Serbia,Europe,136.65,41.27,59.37,47.58,35.52,15.04,16.36,44.72,84.02,"2020"
Islamabad,Pakistan,Asia,135.76,30.28,71.37,63.88,22.95,13.41,35.66,44.55,76.91,"2020"
Curitiba,Brazil,America,135.61,32.89,36.25,66.00,40.02,14.66,30.29,32.20,99.60,"2020"
Pretoria,South Africa,Africa,133.42,82.94,18.37,67.30,46.95,2.28,45.50,57.12,95.83,"2020"
Ankara,Turkey,Asia,131.65,44.22,59.57,68.04,35.07,6.35,36.63,68.04,91.49,"2020"
Iasi,Romania,Europe,131.39,48.35,72.69,57.58,36.08,10.25,33.79,61.38,73.04,"2020"
San Juan,Puerto Rico,America,130.73,79.99,30.46,60.97,70.11,4.62,38.71,50.47,71.25,"2020"
Seoul,South Korea,Asia,130.23,76.81,72.44,81.54,85.50,24.01,41.65,58.13,68.39,"2020"
Krakow (Cracow),Poland,Europe,130.22,60.85,73.63,61.52,41.28,12.97,31.32,71.11,73.86,"2020"
Turin,Italy,Europe,129.84,67.34,48.02,69.31,66.70,9.56,29.46,69.63,85.66,"2020"
Campinas,Brazil,America,129.75,41.34,32.52,60.59,41.06,10.80,28.52,46.60,98.87,"2020"
Detroit,United States,America,126.13,78.58,27.38,64.02,63.85,1.70,46.45,52.94,66.03,"2020"
Thessaloniki,Greece,Europe,125.31,40.48,61.59,56.25,56.26,11.45,27.11,64.51,88.39,"2020"
Monterrey,Mexico,America,125.26,56.33,48.28,63.63,38.74,5.94,31.28,72.30,80.37,"2020"
Pune,India,Asia,124.53,63.72,61.99,67.18,27.63,10.73,44.06,72.12,74.32,"2020"
Sofia,Bulgaria,Europe,124.37,55.80,57.82,56.22,39.96,9.19,31.37,68.71,76.01,"2020"
Chiang Mai,Thailand,Asia,124.09,33.90,77.76,84.45,46.64,17.68,27.40,77.09,75.93,"2020"
Johannesburg,South Africa,Africa,123.81,72.71,19.31,61.09,45.60,3.54,40.75,62.02,91.38,"2020"
Montevideo,Uruguay,America,123.59,40.38,43.08,66.42,51.63,15.25,40.11,49.33,98.04,"2020"
Athens,Greece,Europe,122.98,45.51,51.37,55.63,57.21,11.59,37.90,57.95,95.18,"2020"
Coimbatore,India,Asia,122.61,45.16,63.49,70.47,24.22,12.61,49.76,62.25,78.10,"2020"
Budapest,Hungary,Europe,121.80,52.11,63.66,46.90,43.40,15.95,38.74,54.18,78.41,"2020"
Hyderabad,India,Asia,120.31,57.90,58.55,68.20,25.32,8.60,43.70,76.41,73.54,"2020"
Milan,Italy,Europe,119.96,57.50,57.44,70.80,76.77,18.76,36.78,66.94,88.12,"2020"
Quito,Ecuador,America,119.55,39.03,44.72,69.77,43.85,11.08,40.64,65.31,98.97,"2020"
London,United Kingdom,Europe,119.54,78.16,47.52,68.52,81.30,21.21,45.27,60.51,88.25,"2020"
Lviv,Ukraine,Europe,119.28,32.25,57.53,58.65,32.60,13.12,33.83,53.63,69.61,"2020"
Bucharest,Romania,Europe,118.56,52.76,72.60,54.34,39.23,10.90,42.08,74.88,75.61,"2020"
Yerevan,Armenia,Asia,118.26,28.30,78.01,52.87,33.04,17.73,31.11,56.65,63.42,"2020"
Guadalajara,Mexico,America,117.43,44.30,37.66,77.53,36.15,9.72,41.55,70.45,92.83,"2020"
Medellin,Colombia,America,117.13,29.90,48.66,77.28,30.19,17.90,38.29,64.89,99.76,"2020"
Paris,France,Europe,116.89,71.17,48.24,77.14,85.16,22.02,42.58,66.29,88.39,"2020"
Ahmedabad,India,Asia,115.09,38.52,68.24,71.90,25.58,9.65,38.31,72.39,49.27,"2020"
Bangalore,India,Asia,114.89,68.14,51.32,66.79,27.22,9.73,53.30,83.15,89.39,"2020"
Gurgaon,India,Asia,114.61,91.58,43.32,67.48,30.28,7.04,38.83,91.72,59.87,"2020"
Rome,Italy,Europe,113.78,58.91,48.12,59.20,70.38,15.95,42.95,66.44,93.70,"2020"
Tbilisi,Georgia,Asia,112.68,26.69,79.51,52.16,28.27,14.69,38.36,74.99,84.20,"2020"
Santiago,Chile,America,112.37,43.04,49.06,66.38,45.17,15.69,37.04,70.91,90.21,"2020"
Istanbul,Turkey,Asia,112.10,38.23,52.52,68.15,38.01,11.28,52.22,69.79,93.02,"2020"
San Jose,Costa Rica,America,111.98,39.08,43.73,63.15,58.48,9.44,65.58,53.80,99.48,"2020"
Amman,Jordan,Asia,111.22,32.73,61.42,64.99,56.70,9.37,43.92,76.89,89.05,"2020"
Sarajevo,Bosnia And Herzegovina,Europe,111.07,42.48,51.08,52.92,38.63,13.81,28.68,70.01,78.18,"2020"
Buenos Aires,Argentina,America,110.51,46.67,38.69,69.04,34.58,26.09,47.46,51.90,98.28,"2020"
Porto Alegre,Brazil,America,110.36,34.27,23.46,62.20,39.49,15.21,32.26,56.38,98.74,"2020"
Belgrade,Serbia,Europe,109.27,35.96,62.62,52.94,39.05,22.00,35.68,62.85,84.14,"2020"
Kharkiv,Ukraine,Europe,108.44,31.45,52.34,46.01,33.33,11.21,38.16,55.32,65.35,"2020"
Panama City,Panama,America,108.25,35.25,52.85,57.83,57.20,11.97,34.98,64.26,67.84,"2020"
Guatemala City,Guatemala,America,107.71,40.18,37.39,63.63,44.26,9.89,50.11,69.66,99.89,"2020"
Kuwait City,Kuwait,Asia,107.63,73.68,67.44,55.75,52.12,14.56,32.94,72.53,20.22,"2020"
Saint Petersburg,Russia,Europe,107.08,45.39,60.64,59.13,41.71,15.38,47.91,62.63,60.64,"2020"
Kuala Lumpur,Malaysia,Asia,107.03,67.27,34.42,65.04,42.47,11.16,42.23,68.15,56.55,"2020"
Kiev (Kyiv),Ukraine,Europe,106.90,40.15,52.83,55.16,36.16,11.88,43.04,65.91,69.95,"2020"
Chennai,India,Asia,106.57,53.06,59.85,71.62,25.32,14.37,47.45,75.53,53.22,"2020"
Odessa (Odesa),Ukraine,Europe,106.48,32.33,47.11,51.78,35.09,12.16,35.67,65.32,79.00,"2020"
Lahore,Pakistan,Asia,106.45,28.44,62.57,64.54,23.42,11.42,35.44,79.60,67.56,"2020"
Skopje,North Macedonia,Europe,104.21,38.40,55.27,56.17,34.54,13.37,28.60,83.36,76.30,"2020"
Moscow,Russia,Europe,102.48,52.28,59.46,61.08,47.65,20.23,52.63,59.84,55.83,"2020"
Baku,Azerbaijan,Asia,101.26,29.84,69.85,43.02,31.31,16.62,40.27,80.09,91.40,"2020"
Beirut,Lebanon,Asia,100.32,40.99,55.83,66.53,62.83,14.67,38.33,93.11,94.74,"2020"
Hong Kong,Hong Kong,Asia,99.05,65.32,79.30,66.08,77.22,47.46,41.46,67.69,83.64,"2020"
Dnipro,Ukraine,Europe,97.86,35.53,48.59,50.94,32.70,10.15,31.72,82.38,69.52,"2020"
Noida,India,Asia,97.59,66.87,39.58,65.30,27.63,6.80,46.38,92.92,58.90,"2020"
Belo Horizonte,Brazil,America,95.95,23.54,34.46,61.22,38.07,26.28,44.30,53.66,98.50,"2020"
Hanoi,Vietnam,Asia,91.59,28.99,61.75,54.10,39.88,19.24,29.59,91.27,79.04,"2020"
Kolkata,India,Asia,90.84,45.38,52.78,58.05,24.37,12.14,60.11,78.88,60.90,"2020"
Mexico City,Mexico,America,89.41,42.91,31.55,64.64,38.55,15.07,51.09,83.57,92.37,"2020"
Bogota,Colombia,America,89.11,28.87,38.37,64.95,33.16,24.88,51.32,69.19,97.12,"2020"
Yekaterinburg,Russia,Europe,87.47,45.40,52.89,50.64,38.46,11.00,38.03,75.96,21.33,"2020"
Bangkok,Thailand,Asia,87.38,34.04,58.83,77.47,57.15,27.23,44.38,76.44,58.39,"2020"
Almaty,Kazakhstan,Asia,86.60,37.38,32.41,49.73,31.73,12.09,33.03,78.15,58.30,"2020"
Novosibirsk,Russia,Europe,86.11,37.40,53.14,54.26,37.09,11.82,41.08,69.66,16.14,"2020"
Karachi,Pakistan,Asia,83.94,29.27,44.80,58.44,23.07,14.28,41.62,89.88,71.32,"2020"
Kathmandu,Nepal,Asia,83.63,21.07,65.86,55.43,30.92,24.77,38.29,95.65,92.64,"2020"
Delhi,India,Asia,82.88,54.69,41.81,66.80,28.18,14.04,57.02,91.33,58.90,"2020"
Shanghai,China,Asia,82.55,54.40,63.69,61.52,50.07,41.49,48.14,79.46,83.64,"2020"
Colombo,Sri Lanka,Asia,82.09,22.63,60.88,71.54,34.30,29.38,65.70,60.10,59.11,"2020"
Lima,Peru,America,81.82,31.70,30.95,57.35,42.59,15.75,49.73,85.44,97.69,"2020"
Cairo,Egypt,Africa,79.48,24.53,50.43,44.96,30.94,12.49,51.10,92.82,88.45,"2020"
Sao Paulo,Brazil,America,78.38,31.97,29.02,56.53,45.52,20.68,51.51,80.32,99.04,"2020"
Rio de Janeiro,Brazil,America,74.20,33.01,22.59,42.59,42.70,20.62,52.44,68.45,88.22,"2020"
Nairobi,Kenya,Africa,73.29,24.85,39.92,56.46,42.08,26.17,56.94,80.42,99.79,"2020"
Ho Chi Minh City,Vietnam,Asia,72.96,26.64,46.94,59.88,38.20,24.63,31.66,92.98,63.44,"2020"
Beijing,China,Asia,72.50,60.72,65.50,63.70,44.89,44.18,45.15,86.96,57.64,"2020"
Jakarta,Indonesia,Asia,71.38,27.34,46.63,56.78,44.48,19.93,52.59,84.25,63.76,"2020"
Mumbai,India,Asia,66.89,41.68,57.60,67.24,28.84,43.08,56.09,82.94,71.48,"2020"
Dhaka,Bangladesh,Asia,62.20,33.45,35.49,40.61,34.52,14.21,57.50,93.78,71.29,"2020"
Manila,Philippines,Asia,57.73,25.14,35.63,62.60,38.99,24.17,55.33,89.79,61.23,"2020"
Tehran,Iran,Asia,54.73,18.83,46.49,51.84,41.67,34.80,53.09,82.39,70.99,"2020"
Lagos,Nigeria,Africa,53.15,13.28,35.07,49.35,36.56,15.43,66.38,86.12,60.75,"2020"
Caracas,Venezuela,America,0.00,2.36,15.10,39.28,27.68,150.55,34.69,72.41,99.93,"2020"
Canberra,Australia,Oceania,224.30,146.53,78.66,79.91,69.73,5.44,22.93,13.95,82.72,"2019"
Eindhoven,Netherlands,Europe,216.39,127.31,74.89,85.62,71.79,4.48,21.38,18.52,85.38,"2019"
Raleigh,United States,America,216.05,160.35,69.43,74.93,70.06,2.58,33.51,21.59,83.88,"2019"
Adelaide,Australia,Oceania,206.65,126.41,67.84,74.20,67.47,4.43,29.75,19.67,94.96,"2019"
Zurich,Switzerland,Europe,204.42,139.94,81.73,75.00,126.87,9.46,33.63,15.94,81.48,"2019"
Madison,United States,America,204.36,136.40,72.41,79.58,63.48,3.30,23.88,20.78,51.64,"2019"
Brisbane,Australia,Oceania,202.90,130.82,65.70,82.21,69.78,6.50,41.00,20.80,98.07,"2019"
Wellington,New Zealand,Oceania,201.96,107.79,71.02,72.85,72.36,7.32,27.33,15.21,97.68,"2019"
Columbus,United States,America,195.88,127.33,57.64,75.28,65.79,2.31,25.21,24.37,71.29,"2019"
Charlotte,United States,America,195.85,145.53,54.83,75.00,75.63,2.40,38.02,28.22,84.05,"2019"
Ottawa,Canada,America,194.97,130.21,75.58,74.58,65.19,4.82,32.53,17.93,44.46,"2019"
Victoria,Canada,America,194.79,99.83,68.01,72.13,67.22,7.74,27.05,16.28,92.52,"2019"
Copenhagen,Denmark,Europe,194.51,109.33,76.17,77.12,84.59,8.85,28.89,21.47,83.74,"2019"
Perth,Australia,Oceania,194.31,130.69,56.33,77.13,73.61,6.35,37.18,24.86,95.71,"2019"
Luxembourg,Luxembourg,Europe,193.24,112.79,74.51,78.10,89.64,10.69,33.65,17.15,82.62,"2019"
Vienna,Austria,Europe,193.07,98.23,77.45,79.05,69.12,12.73,24.76,16.99,80.35,"2019"
San Diego,United States,America,192.68,136.48,63.82,71.77,72.67,6.01,36.81,34.82,97.08,"2019"
Austin,United States,America,192.57,143.76,65.40,70.58,69.94,4.03,35.07,36.97,82.01,"2019"
San Jose,United States,America,192.57,172.52,58.04,68.83,76.36,6.10,34.42,50.85,95.53,"2019"
Quebec City,Canada,America,190.79,131.85,85.28,67.14,64.50,3.56,30.52,33.25,47.98,"2019"
Edinburgh,United Kingdom,Europe,190.43,102.18,69.13,80.38,69.50,8.70,27.66,23.54,84.01,"2019"
Reykjavik,Iceland,Europe,190.37,93.11,79.29,67.66,102.20,6.45,20.04,14.73,68.81,"2019"
Dallas,United States,America,188.66,158.15,50.48,66.33,66.95,2.36,36.14,39.80,81.85,"2019"
Munich,Germany,Europe,188.48,110.33,83.02,80.66,73.37,16.11,33.16,22.08,75.98,"2019"
